iter	MultiClass
551	0.7151759079
552	0.7151188479
553	0.7148578919
554	0.7145275633
555	0.7142329763
556	0.7139561898
557	0.7135154702
558	0.7131792316
559	0.7123909458
560	0.7123419066
561	0.71158493
562	0.7105463825
563	0.7102398347
564	0.7095975409
565	0.709540692
566	0.7091091893
567	0.7088755319
568	0.708829307
569	0.7087744281
570	0.7087131467
571	0.7082722865
572	0.7078069418
573	0.7074881518
574	0.7069443585
575	0.7067275165
576	0.7063894486
577	0.7057737499
578	0.7053696162
579	0.7045031633
580	0.7038606583
581	0.7034753805
582	0.7034067819
583	0.7030103876
584	0.7025781813
585	0.7025283682
586	0.7024777811
587	0.7020846936
588	0.7017464849
589	0.7014041956
590	0.7011646282
591	0.7006778244
592	0.700605919
593	0.6999116309
594	0.6994349587
595	0.6993802909
596	0.6993166173
597	0.6988058217
598	0.6987232219
599	0.6986592669
600	0.6983509602
601	0.698306635
602	0.6982307192
603	0.6981412948
604	0.6980886674
605	0.6976060147
606	0.6972558453
607	0.6965298963
608	0.6964501812
609	0.6963832009
610	0.6956970039
611	0.6952844977
612	0.6946482546
613	0.6943457876
614	0.6938833275
615	0.6935449782
616	0.6928837581
617	0.6924896152
618	0.6923928033
619	0.6920804158
620	0.6911501486
621	0.6906762203
622	0.6903631996
623	0.6902885503
624	0.6902372597
625	0.6901897683
626	0.6900555262
627	0.6899853797
628	0.6899309933
629	0.6895492334
630	0.6891903396
631	0.6891308172
632	0.6885653537
633	0.6885077309
634	0.6882536698
635	0.6882032235
636	0.6878365201
637	0.6870833427
638	0.6867646231
639	0.6864986013
640	0.6864395713
641	0.6863941907
642	0.6862254734
643	0.6861647548
644	0.6858561667
645	0.6854651899
646	0.6854158693
647	0.6847991152
648	0.6847387484
649	0.684683377
650	0.6846387704
651	0.6842757959
652	0.6838460521
653	0.6833346936
654	0.6832842472
655	0.6832392184
656	0.6831795552
657	0.6828573881
658	0.6824788646
659	0.6824206086
660	0.6823737505
661	0.6820211889
662	0.6813187393
663	0.6809935468
664	0.6807377268
665	0.6799977063
666	0.6799214388
667	0.6795375681
668	0.6794901471
669	0.6794451887
670	0.6791377263
671	0.6783661856
672	0.6781034002
673	0.6775422989
674	0.6767962277
675	0.6767300916
676	0.6764924239
677	0.6761443652
678	0.6751476101
679	0.6749216217
680	0.6746579217
681	0.6740134467
682	0.6737373638
683	0.6731692971
684	0.6729513295
685	0.672437227
686	0.6723684877
687	0.6720519492
688	0.6716969251
689	0.6713527361
690	0.6709045586
691	0.6708373672
692	0.6700829937
693	0.6697635706
694	0.6695565084
695	0.6685408271
696	0.6682595377
697	0.6682190821
698	0.6680875839
699	0.6671517584
700	0.6664783665
701	0.6657614936
702	0.665716113
703	0.6655035629
704	0.6649509749
705	0.6647046532
706	0.6640391413
707	0.6639890467
708	0.6636385255
709	0.6630326065
710	0.6629503585
711	0.6626374083
712	0.6617489334
713	0.6607581587
714	0.660363664
715	0.6602956986
716	0.660200716
717	0.6592529297
718	0.6592050162
719	0.659140428
720	0.6590333438
721	0.6586944316
722	0.6579352035
723	0.6578713189
724	0.6578206615
725	0.6577592394
726	0.6573591161
727	0.6571132869
728	0.6560459632
729	0.6554291387
730	0.6553645505
731	0.6553092495
732	0.655130471
733	0.6549023719
734	0.6542626109
735	0.6539762557
736	0.653504016
737	0.6534460414
738	0.6533557023
739	0.6532663483
740	0.653007714
741	0.6529595191
742	0.6518028413
743	0.6516355311
744	0.6515838183
745	0.6511507677
746	0.6506783873
747	0.6503589641
748	0.6500303241
749	0.6493271006
750	0.6489507582
751	0.6485440213
752	0.6484868206
753	0.6484435507
754	0.6479566063
755	0.6477242857
756	0.6472782894
757	0.6472067357
758	0.6466969955
759	0.6466442273
760	0.6460490026
761	0.6452124516
762	0.6451483559
763	0.644795935
764	0.6447457701
765	0.644513731
766	0.6444670839
767	0.6444114311
768	0.6443438175
769	0.6435281627
770	0.6429367373
771	0.642886291
772	0.6426719819
773	0.6426104191
774	0.6422464596
775	0.6421664631
776	0.6411689341
777	0.6406787532
778	0.6403325238
779	0.6402687095
780	0.6394954099
781	0.6394204791
782	0.6384998508
783	0.6382870193
784	0.6379848337
785	0.6374617959
786	0.6367957211
787	0.636505426
788	0.6361337271
789	0.6360754711
790	0.6358155704
791	0.6357706119
792	0.6353937067
793	0.6350766053
794	0.6349950609
795	0.6349408856
796	0.6348875546
797	0.6339131028
798	0.633599449
799	0.6333187928
800	0.6329619394
801	0.6329047387
802	0.6328585842
803	0.6328063789
804	0.631937182
805	0.6311146321
806	0.6300186025
807	0.6294508876
808	0.6289673203
809	0.6289040689
810	0.6281993679
811	0.6281448408
812	0.6278193669
813	0.6273777327
814	0.6273371364
815	0.6267893327
816	0.6264487319
817	0.625797784
818	0.6253724024
819	0.6251340311
820	0.624497014
821	0.6242791168
822	0.6239986013
823	0.6236843142
824	0.6235846176
825	0.6233344966
826	0.6229983283
827	0.6221824624
828	0.6221294832
829	0.6220692571
830	0.6214601017
831	0.621155735
832	0.6206037802
833	0.620525824
834	0.620242635
835	0.6198532061
836	0.6195394818
837	0.6193012512
838	0.6192586849
839	0.618952489
840	0.6188848754
841	0.6185488478
842	0.6181947384
843	0.6181197373
844	0.6180638734
845	0.6176491861
846	0.6173906222
847	0.6173467191
848	0.6170027411
849	0.6167018923
850	0.6166503203
851	0.6160580506
852	0.6155505617
853	0.6151683093
854	0.614277794
855	0.6142299509
856	0.6141845703
857	0.6141324354
858	0.6139001852
859	0.6138489649
860	0.6136117193
861	0.6132801946
862	0.6132355176
863	0.6129532432
864	0.6127532871
865	0.6121072643
866	0.6118554547
867	0.6114993752
868	0.6114425967
869	0.6111143788
870	0.610801921
871	0.6106040053
872	0.6100986975
873	0.6094899642
874	0.6091419759
875	0.6084742126
876	0.6084202483
877	0.6081781481
878	0.6078739925
879	0.6074911772
880	0.6070889432
881	0.6065471198
882	0.6062065894
883	0.6060059297
884	0.6053734155
885	0.6046034931
886	0.6039883572
887	0.6037332408
888	0.6033787796
889	0.6021136105
890	0.6012342821
891	0.6011753225
892	0.6009451127
893	0.6006682558
894	0.6004091994
895	0.600219023
896	0.5999104349
897	0.5993790245
898	0.5992396462
899	0.5987856994
900	0.5987259659
901	0.5984261724
902	0.5983531413
903	0.5977843007
904	0.5975179975
905	0.5972339641
906	0.5967313299
907	0.5966807429
908	0.5963736322
909	0.5957707386
910	0.5954166291
911	0.5951811425
912	0.59492483
913	0.5948717101
914	0.594831747
915	0.5945529201
916	0.594200851
917	0.5938577877
918	0.5933655665
919	0.5929334305
920	0.592507275
921	0.592260109
922	0.591985996
923	0.5915684241
924	0.5909247934
925	0.5906219746
926	0.5901401663
927	0.5894853839
928	0.5894324751
929	0.589210884
930	0.5887000884
931	0.5884493693
932	0.5876825426
933	0.5876430017
934	0.5873585462
935	0.5873131304
936	0.5871157775
937	0.5870597378
938	0.5870176991
939	0.5866463521
940	0.5866058262
941	0.5860333973
942	0.5854247343
943	0.5849227685
944	0.5848107945
945	0.5847683689
946	0.584525741
947	0.5840646178
948	0.5837040354
949	0.5831001216
950	0.5830332819
951	0.5824544505
952	0.582375826
953	0.582064107
954	0.5817927028
955	0.5817358187
956	0.5814024296
957	0.5809662833
958	0.5803887887
959	0.5801718412
960	0.5795950502
961	0.5793247014
962	0.5790626196
963	0.5790059114
964	0.5788752927
965	0.5788179161
966	0.5785148159
967	0.5782244504
968	0.5775607326
969	0.5770933124
970	0.5766090767
971	0.5763822792
972	0.5763442509
973	0.5757742846
974	0.5751012093
975	0.5746711137
976	0.5746290048
977	0.5740730044
978	0.573816129
979	0.5729696224
980	0.5729221311
981	0.5728094887
982	0.5723668343
983	0.57203735
984	0.5718349314
985	0.5717771327
986	0.5713936138
987	0.5711895066
988	0.5703623835
989	0.5703202745
990	0.569851025
991	0.5694832662
992	0.5692246671
993	0.5686128028
994	0.568358988
995	0.5681393318
996	0.5678850597
997	0.5675710189
998	0.5673222347
999	0.5672649988
